Start Date,1/1/95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BICLB10Y Index,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,H15T10Y Index,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,SPX Index,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,CT10 Govt,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,USSOC Curncy,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,VIX Index,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,CLA Comdty,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,MOODCBAA Index,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price
8/5/03,#N/A N/A,270.01,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/5/03,#N/A N/A,4.47,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/5/03,#N/A N/A,965.46,965.68,1212466816,982.82,982.82,964.97,964.86,,8/5/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/5/03,#N/A N/A,1.007,1.017,#N/A N/A,1.005,1.014,1,0.997,,8/5/03,#N/A N/A,22.68,#N/A N/A,#N/A N/A,21.61,22.68,21.36,#N/A N/A,,8/5/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/5/03,#N/A N/A,7.09,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/6/03,#N/A N/A,269.26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/6/03,#N/A N/A,4.32,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/6/03,#N/A N/A,967.08,967.33,1347880960,965.46,975.74,960.84,966.55,,8/6/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/6/03,#N/A N/A,1.004,1.014,#N/A N/A,1.004,1.01,1.001,0.994,,8/6/03,#N/A N/A,21.5,#N/A N/A,#N/A N/A,23.26,23.89,21.48,#N/A N/A,,8/6/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/6/03,#N/A N/A,6.96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/7/03,#N/A N/A,272.32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/7/03,#N/A N/A,4.3,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/7/03,#N/A N/A,974.12,974.47,1155415424,967.08,974.89,963.82,973.68,,8/7/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/7/03,#N/A N/A,1.003,1.013,#N/A N/A,1.005,1.01,0.996,0.993,,8/7/03,#N/A N/A,20.26,#N/A N/A,#N/A N/A,21.51,21.72,20.09,#N/A N/A,,8/7/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/7/03,#N/A N/A,6.94,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/8/03,#N/A N/A,269.06,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/8/03,#N/A N/A,4.27,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/8/03,#N/A N/A,977.59,977.95,974874240,974.12,980.57,973.83,977.32,,8/8/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/8/03,#N/A N/A,1.005,1.015,#N/A N/A,0.999,1.012,0.99,0.995,,8/8/03,#N/A N/A,19.59,#N/A N/A,#N/A N/A,19.78,20.21,19.48,#N/A N/A,,8/8/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/8/03,#N/A N/A,6.96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/11/03,#N/A N/A,263.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/11/03,#N/A N/A,4.38,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/11/03,#N/A N/A,980.59,980.83,899276288,977.59,985.46,974.21,980.15,,8/11/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/11/03,#N/A N/A,1.008,1.018,#N/A N/A,1.002,1.0105,1.002,0.998,,8/11/03,#N/A N/A,19.75,#N/A N/A,#N/A N/A,20.04,20.31,19.51,#N/A N/A,,8/11/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/11/03,#N/A N/A,6.99,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/12/03,#N/A N/A,257.44,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/12/03,#N/A N/A,4.37,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/12/03,#N/A N/A,990.35,990.67,1022716800,980.59,990.41,979.9,990,,8/12/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/12/03,#N/A N/A,1.004,1.014,#N/A N/A,1.004,1.0105,1.002,0.994,,8/12/03,#N/A N/A,17.94,#N/A N/A,#N/A N/A,19.11,19.55,17.75,#N/A N/A,,8/12/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/12/03,#N/A N/A,7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/13/03,#N/A N/A,257.98,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/13/03,#N/A N/A,4.58,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/13/03,#N/A N/A,984.03,984.25,1092338688,990.35,992.5,980.85,983.53,,8/13/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/13/03,#N/A N/A,1.007,1.017,#N/A N/A,1.013,1.013,1.0005,0.997,,8/13/03,#N/A N/A,18.77,#N/A N/A,#N/A N/A,18.31,18.99,18.05,#N/A N/A,,8/13/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/13/03,#N/A N/A,7.14,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/14/03,#N/A N/A,268.13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/14/03,#N/A N/A,4.55,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/14/03,#N/A N/A,990.51,990.73,1008522688,984.03,991.91,980.36,990.08,,8/14/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/14/03,#N/A N/A,1.006,1.016,#N/A N/A,1.005,1.011,1.001,0.996,,8/14/03,#N/A N/A,18.47,#N/A N/A,#N/A N/A,18.96,18.96,18.2,#N/A N/A,,8/14/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/14/03,#N/A N/A,7.17,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/15/03,#N/A N/A,257.15,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/15/03,#N/A N/A,4.55,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/15/03,#N/A N/A,990.67,990.83,564597504,990.51,992.39,986.44,990.07,,8/15/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/15/03,#N/A N/A,1.008,1.018,#N/A N/A,1.004,1.008,1.004,0.998,,8/15/03,#N/A N/A,18.27,#N/A N/A,#N/A N/A,18.65,18.94,18.15,#N/A N/A,,8/15/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/15/03,#N/A N/A,7.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/18/03,#N/A N/A,263.28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/18/03,#N/A N/A,4.49,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/18/03,#N/A N/A,999.74,1000.16,995764160,990.67,1000.35,990.67,999.47,,8/18/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/18/03,#N/A N/A,1.01,1.02,#N/A N/A,1.009,1.0155,0.998,1,,8/18/03,#N/A N/A,18.18,#N/A N/A,#N/A N/A,18.72,18.85,18.01,#N/A N/A,,8/18/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/18/03,#N/A N/A,7.09,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/19/03,#N/A N/A,262.91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/19/03,#N/A N/A,4.38,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/19/03,#N/A N/A,1002.35,1002.84,1195588736,999.74,1003.3,995.3,1002.13,,8/19/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/19/03,#N/A N/A,1.0085,1.015,#N/A N/A,1.005,1.0155,0.998,1.002,,8/19/03,#N/A N/A,17.86,#N/A N/A,#N/A N/A,17.99,18.38,17.79,#N/A N/A,,8/19/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/19/03,#N/A N/A,6.99,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/20/03,#N/A N/A,257.45,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/20/03,#N/A N/A,4.45,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/20/03,#N/A N/A,1000.3,1000.52,1051729600,1002.35,1003.54,996.62,999.89,,8/20/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/20/03,#N/A N/A,1.007,1.017,#N/A N/A,1.0095,1.0135,1.004,0.997,,8/20/03,#N/A N/A,17.82,#N/A N/A,#N/A N/A,18.07,18.33,17.81,#N/A N/A,,8/20/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/20/03,#N/A N/A,7.01,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/21/03,#N/A N/A,256.49,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/21/03,#N/A N/A,4.53,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/21/03,#N/A N/A,1003.27,1003.72,1278211456,1000.3,1009.53,999.33,1002.96,,8/21/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/21/03,#N/A N/A,1.011,1.021,#N/A N/A,1.003,1.0225,1.001,1.001,,8/21/03,#N/A N/A,17.84,#N/A N/A,#N/A N/A,17.64,18.18,17.64,#N/A N/A,,8/21/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/21/03,#N/A N/A,7.04,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/22/03,#N/A N/A,249.68,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/22/03,#N/A N/A,4.48,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/22/03,#N/A N/A,993.06,993.26,1295433344,1003.27,1011.01,992.62,992.5,,8/22/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/22/03,#N/A N/A,1.016,1.026,#N/A N/A,1.012,1.0275,1.0025,1.006,,8/22/03,#N/A N/A,18.55,#N/A N/A,#N/A N/A,17.74,18.63,17.73,#N/A N/A,,8/22/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/22/03,#N/A N/A,6.97,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/25/03,#N/A N/A,250.51,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/25/03,#N/A N/A,4.53,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/25/03,#N/A N/A,993.71,993.83,844488128,993.06,993.71,987.91,993.04,,8/25/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/25/03,#N/A N/A,1.017,1.027,#N/A N/A,1.014,1.019,1.0075,1.007,,8/25/03,#N/A N/A,19.53,#N/A N/A,#N/A N/A,19.45,19.58,19.21,#N/A N/A,,8/25/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/25/03,#N/A N/A,7.03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/26/03,#N/A N/A,251.67,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/26/03,#N/A N/A,4.5,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/26/03,#N/A N/A,996.73,997,1057320832,993.71,997.93,983.57,996.33,,8/26/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/26/03,#N/A N/A,1.018,1.028,#N/A N/A,1.018,1.02,0.9925,1.008,,8/26/03,#N/A N/A,19.49,#N/A N/A,#N/A N/A,19.77,20.3,19.45,#N/A N/A,,8/26/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/26/03,#N/A N/A,6.99,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/27/03,#N/A N/A,247.51,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/27/03,#N/A N/A,4.54,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/27/03,#N/A N/A,996.79,997.31,919888960,996.73,998.05,993.33,996.61,,8/27/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/27/03,#N/A N/A,1.02,1.03,#N/A N/A,1.015,1.02,1.005,1.01,,8/27/03,#N/A N/A,19.13,#N/A N/A,#N/A N/A,19.91,19.93,19.09,#N/A N/A,,8/27/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/27/03,#N/A N/A,7.01,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/28/03,#N/A N/A,249.59,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/28/03,#N/A N/A,4.42,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/28/03,#N/A N/A,1002.84,1003.17,993680768,996.79,1004.12,991.42,1002.49,,8/28/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/28/03,#N/A N/A,1.016,1.026,#N/A N/A,1.02,1.0225,1.0075,1.006,,8/28/03,#N/A N/A,18.48,#N/A N/A,#N/A N/A,19.09,19.59,18.45,#N/A N/A,,8/28/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/28/03,#N/A N/A,6.91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/29/03,#N/A N/A,244.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/29/03,#N/A N/A,4.45,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,8/29/03,#N/A N/A,1008.01,1008.37,884142144,1002.84,1008.85,999.52,1007.57,,8/29/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/29/03,#N/A N/A,1.016,1.026,#N/A N/A,1.016,1.018,1.005,1.006,,8/29/03,#N/A N/A,18.63,#N/A N/A,#N/A N/A,18.53,18.75,18.52,#N/A N/A,,8/29/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/29/03,#N/A N/A,6.91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/03,#N/A N/A,244.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/1/03,#N/A N/A,4.45,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,9/1/03,#N/A N/A,1008.01,1008.37,884142144,1002.84,1008.85,999.52,1007.57,,9/1/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/1/03,#N/A N/A,1.016,1.026,#N/A N/A,1.005,1.016,1.005,1.006,,9/1/03,#N/A N/A,18.63,#N/A N/A,#N/A N/A,18.53,18.75,18.52,#N/A N/A,,9/1/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/1/03,#N/A N/A,6.91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/2/03,#N/A N/A,240.07,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/2/03,#N/A N/A,4.61,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,9/2/03,#N/A N/A,1021.99,1022.38,1312336000,1008.01,1022.59,1005.67,1021.68,,9/2/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/2/03,#N/A N/A,1.021,1.031,#N/A N/A,1.016,1.022,1.01,1.011,,9/2/03,#N/A N/A,19.02,#N/A N/A,#N/A N/A,19.31,19.83,18.95,#N/A N/A,,9/2/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/2/03,#N/A N/A,7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/3/03,#N/A N/A,240.67,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/3/03,#N/A N/A,4.6,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,9/3/03,#N/A N/A,1026.27,1026.45,1598372608,1021.99,1029.34,1021.99,1025.76,,9/3/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/3/03,#N/A N/A,1.022,1.032,#N/A N/A,1.021,1.026,1.014,1.012,,9/3/03,#N/A N/A,19.44,#N/A N/A,#N/A N/A,19.31,19.58,19.21,#N/A N/A,,9/3/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/3/03,#N/A N/A,7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/4/03,#N/A N/A,247.66,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/4/03,#N/A N/A,4.52,#N/A N/A,#N/A N/A,4.47,4.47,4.47,#N/A N/A,,9/4/03,#N/A N/A,1027.97,1028.3,1291611520,1026.27,1029.17,1022.19,1027.55,,9/4/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/4/03,#N/A N/A,1.017,1.027,#N/A N/A,1.017,1.0255,1.01,1.007,,9/4/03,#N/A N/A,18.71,#N/A N/A,#N/A N/A,19.58,19.64,18.7,#N/A N/A,,9/4/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/4/03,#N/A N/A,6.98,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/5/03,#N/A N/A,252.26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/5/03,#N/A N/A,4.35,#N/A N/A,#N/A N/A,4.35,4.35,4.35,#N/A N/A,,9/5/03,#N/A N/A,1021.39,1021.61,1323036672,1027.97,1029.21,1018.19,1020.8,,9/5/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/5/03,#N/A N/A,1.008,1.018,#N/A N/A,1.017,1.0195,0.9965,0.998,,9/5/03,#N/A N/A,18.17,#N/A N/A,#N/A N/A,18.64,18.69,18.15,#N/A N/A,,9/5/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/5/03,#N/A N/A,6.87,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/8/03,#N/A N/A,246.38,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/8/03,#N/A N/A,4.41,#N/A N/A,#N/A N/A,4.35,4.35,4.35,#N/A N/A,,9/8/03,#N/A N/A,1031.64,1031.88,1195404544,1021.39,1032.41,1021.39,1031.26,,9/8/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/8/03,#N/A N/A,1.016,1.026,#N/A N/A,1.004,1.016,0.9955,1.006,,9/8/03,#N/A N/A,18.26,#N/A N/A,#N/A N/A,18.3,18.59,18.25,#N/A N/A,,9/8/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/8/03,#N/A N/A,6.89,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/9/03,#N/A N/A,254.48,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/9/03,#N/A N/A,4.37,#N/A N/A,#N/A N/A,4.35,4.35,4.35,#N/A N/A,,9/9/03,#N/A N/A,1023.17,1023.46,1268212736,1031.64,1031.64,1021.14,1022.74,,9/9/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/9/03,#N/A N/A,1.0115,1.018,#N/A N/A,1.016,1.0215,1.006,1.005,,9/9/03,#N/A N/A,18.85,#N/A N/A,#N/A N/A,18.48,19.14,18.45,#N/A N/A,,9/9/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/9/03,#N/A N/A,6.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/10/03,#N/A N/A,255.89,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/10/03,#N/A N/A,4.28,#N/A N/A,#N/A N/A,4.35,4.35,4.35,#N/A N/A,,9/10/03,#N/A N/A,1010.92,1011.17,1338474624,1023.17,1023.17,1009.74,1010.34,,9/10/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/10/03,#N/A N/A,1.014,1.024,#N/A N/A,1.007,1.017,1.007,1.004,,9/10/03,#N/A N/A,20.01,#N/A N/A,#N/A N/A,19.26,20.15,19.26,#N/A N/A,,9/10/03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/10/03,#N/A N/A,6.83,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
